timestamp,left_motor_1_target,left_motor_1_actual,left_motor_2_target,left_motor_2_actual
9.426,-0.8803691267967224,-0.9300000667572021,-0.8803691267967224,-0.9500000476837158
9.427,-0.8433388471603394,-0.8849999904632568,-0.8433388471603394,-0.9200000762939453
9.427,-0.8041453957557678,-0.8399999141693115,-0.8041453957557678,-0.8949999809265137
9.428,-0.7627888917922974,-0.8050000667572021,-0.7627888917922974,-0.8550000190734863
9.428,-0.7192692756652832,-0.7750000953674316,-0.7192692756652832,-0.809999942779541
9.429,-0.6735866069793701,-0.744999885559082,-0.6735866069793701,-0.755000114440918
9.429,-0.6257407069206238,-0.7100000381469727,-0.6257407069206238,-0.6700000762939453
9.43,-0.5757318139076233,-0.6700000762939453,-0.5757318139076233,-0.6099998950958252
9.43,-0.5235597491264343,-0.625,-0.5235597491264343,-0.565000057220459
9.431,-0.4692246615886688,-0.5750000476837158,-0.4692246615886688,-0.5299999713897705
9.431,-0.41272640228271484,-0.5250000953674316,-0.41272640228271484,-0.49000000953674316
9.432,-0.35406503081321716,-0.47499990463256836,-0.35406503081321716,-0.434999942779541
9.433,-0.29324057698249817,-0.40000009536743164,-0.29324057698249817,-0.37000012397766113
9.433,-0.23025304079055786,-0.2850000858306885,-0.23025304079055786,-0.315000057220459
9.434,-0.16510233283042908,-0.22499990463256836,-0.16510233283042908,-0.27500009536743164
9.434,-0.09778858721256256,-0.16499996185302734,-0.09778858721256256,-0.2350001335144043
9.435,-0.028311679139733315,-0.09999990463256836,-0.028311679139733315,-0.18000006675720215
9.435,0.04332825914025307,-0.02500009536743164,0.04332825914025307,-0.09999990463256836
9.436,0.11713135987520218,0.04500007629394531,0.11713135987520218,0.02500009536743164
9.436,0.19309748709201813,0.07999992370605469,0.19309748709201813,0.09500002861022949
9.437,0.2712269127368927,0.11999988555908203,0.2712269127368927,0.18000006675720215
9.437,0.35151922702789307,0.1700000762939453,0.35151922702789307,0.28999996185302734
9.438,0.4339747130870819,0.26999998092651367,0.4339747130870819,0.375
9.438,0.5185933709144592,0.4200000762939453,0.5185933709144592,0.43000006675720215
9.439,0.6053750514984131,0.5149998664855957,0.6053750514984131,0.48000001907348633
9.439,0.6943199038505554,0.6649999618530273,0.6943199038505554,0.5450000762939453
9.44,0.7854279279708862,0.7349998950958252,0.7854279279708862,0.6700000762939453
9.44,0.8786988258361816,0.7899999618530273,0.8786988258361816,0.7549998760223389
9.441,0.9741330146789551,0.8550000190734863,0.9741330146789551,0.8650000095367432
9.441,1.0717302560806274,0.9700000286102295,1.0717302560806274,1.0049998760223389
9.442,1.1520520448684692,1.0600001811981201,1.1520520448684692,1.0649998188018799
9.443,1.1790882349014282,1.1349999904632568,1.1790882349014282,1.1299998760223389
9.443,1.1520487070083618,1.2200000286102295,1.1520487070083618,1.1850001811981201
9.444,1.0717304944992065,1.2650001049041748,1.0717304944992065,1.2349998950958252
9.444,0.9741334915161133,1.2349998950958252,0.9741334915161133,1.2200000286102295
9.445,0.8786982893943787,1.1600000858306885,0.8786982893943787,1.1400001049041748
9.445,0.7854273915290833,1.0449998378753662,0.7854273915290833,1.0750000476837158
9.446,0.6943197846412659,0.9249999523162842,0.6943197846412659,1.0249998569488525
9.446,0.6053749322891235,0.8450000286102295,0.6053749322891235,0.9599997997283936
9.447,0.5185933709144592,0.7950000762939453,0.5185933709144592,0.8199999332427979
9.447,0.43397459387779236,0.6949999332427979,0.43397459387779236,0.6749999523162842
9.448,0.3515196144580841,0.5049998760223389,0.3515196144580841,0.44499993324279785
9.448,0.2712274193763733,0.375,0.2712274193763733,0.3299999237060547
9.449,0.19309799373149872,0.18499994277954102,0.19309799373149872,0.125
9.449,0.11713135987520218,0.11500000953674316,0.11713135987520218,0.059999942779541016
9.45,0.043328508734703064,0.029999971389770508,0.043328508734703064,-0.015000104904174805
9.45,-0.028311554342508316,-0.13000011444091797,-0.028311554342508316,-0.11500000953674316
9.451,-0.09778883308172226,-0.23000001907348633,-0.09778883308172226,-0.1700000762939453
9.451,-0.16510233283042908,-0.33500003814697266,-0.16510233283042908,-0.23000001907348633
9.452,-0.23025304079055786,-0.4100000858306885,-0.23025304079055786,-0.2850000858306885
9.452,-0.293239951133728,-0.4200000762939453,-0.293239951133728,-0.3299999237060547
9.453,-0.35406509041786194,-0.4200000762939453,-0.35406509041786194,-0.4100000858306885
9.454,-0.4127264618873596,-0.4200000762939453,-0.4127264618873596,-0.4549999237060547
9.454,-0.4692250192165375,-0.43000006675720215,-0.4692250192165375,-0.505000114440918
9.455,-0.5235598087310791,-0.46000003814697266,-0.5235598087310791,-0.5350000858306885
9.455,-0.5757318139076233,-0.5,-0.5757318139076233,-0.5799999237060547
9.456,-0.6257400512695312,-0.5450000762939453,-0.6257400512695312,-0.6349999904632568
9.456,-0.6735864877700806,-0.6200001239776611,-0.6735864877700806,-0.7000000476837158
9.457,-0.7192690968513489,-0.75,-0.7192690968513489,-0.755000114440918
9.457,-0.762787938117981,-0.8050000667572021,-0.762787938117981,-0.7899999618530273
9.458,-0.8041450381278992,-0.8499999046325684,-0.8041450381278992,-0.809999942779541
9.458,-0.8433383107185364,-0.8900001049041748,-0.8433383107185364,-0.8250000476837158
9.459,-0.8803698420524597,-0.9149999618530273,-0.8803698420524597,-0.8450000286102295
9.459,-0.9152365922927856,-0.934999942779541,-0.9152365922927856,-0.869999885559082
9.46,-0.9479405283927917,-0.9649999141693115,-0.9479405283927917,-0.9049999713897705
9.46,-0.978481650352478,-0.9900000095367432,-0.978481650352478,-0.9600000381469727
9.461,-1.0068600177764893,-1.0250000953674316,-1.0068600177764893,-1.0399999618530273
9.461,-1.0330746173858643,-1.0450000762939453,-1.0330746173858643,-1.0950000286102295
9.462,-1.057125449180603,-1.0700000524520874,-1.057125449180603,-1.125
9.462,-1.0790144205093384,-1.0950000286102295,-1.0790144205093384,-1.1349999904632568
9.463,-1.0987396240234375,-1.1200000047683716,-1.0987396240234375,-1.1449999809265137
9.464,-1.1163021326065063,-1.1449999809265137,-1.1163021326065063,-1.1649999618530273
9.464,-1.1317007541656494,-1.1649999618530273,-1.1317007541656494,-1.1699999570846558
9.465,-1.1449376344680786,-1.1899999380111694,-1.1449376344680786,-1.1699999570846558
9.465,-1.1560096740722656,-1.2000000476837158,-1.1560096740722656,-1.1749999523162842
9.466,-1.1649199724197388,-1.2100000381469727,-1.1649199724197388,-1.1749999523162842
9.466,-1.1716665029525757,-1.2200000286102295,-1.1716665029525757,-1.1799999475479126
9.467,-1.1762502193450928,-1.2200000286102295,-1.1762502193450928,-1.184999942779541
9.467,-1.1786712408065796,-1.2200000286102295,-1.1786712408065796,-1.1899999380111694
9.468,-1.178929090499878,-1.2200000286102295,-1.178929090499878,-1.2050000429153442
9.468,-1.1770235300064087,-1.2200000286102295,-1.1770235300064087,-1.2100000381469727
9.469,-1.172954797744751,-1.215000033378601,-1.172954797744751,-1.215000033378601
